Address ,Price ,Pay For A Year ,Rooms ,City ,Build Size ,Floor ,Balcony ,Area ,Type 
התותחנים 27,"4,500 ₪",12,0,עלי זהב,114,2 מתוך 4,1,יישובי השומרון,דירת גן
הזוהר 12,"4,500 ₪",12,0,קרית אונו,60,15 מתוך 21,0,בקעת אונו,יחידת דיור
עמק איילון 12,"5,500 ₪",12,0,הרצליה,156,2 מתוך 4,0,רמת השרון - הרצליה,דירה
שלום עליכם 14,"4,600 ₪",12,0,רחובות,60,קרקע מתוך קרקע,0,נס ציונה - רחובות,דירה
אריאל שרון 1,"2,900 ₪",12,2.0,אשקלון,40,1 מתוך 8,1,אשדוד - אשקלון,דירה
אהוד מנור 21,"9,500 ₪",12,0,נתניה,87,2 מתוך 3,0,נתניה והסביבה,דירה
תענך 13,"2,300 ₪",12,0,כפר ורדים,67,2 מתוך 3,1,גליל ועמקים,דירה
אהרון ברנד 22,"3,700 ₪",12,0,חולון,100,קרקע מתוך קרקע,0,חולון - בת ים,יחידת דיור
היובל 4,"6,200 ₪",12,0,חיפה,110,3 מתוך 6,0,חיפה וחוף הכרמל,דירת גן
השיקמים 1,"5,400 ₪",12,0,אילת,70,קרקע מתוך קרקע,1,אילת והערבה,דירה
הנוטע 99,"4,200 ₪",1,4.0,נתניה,90,6 מתוך 7,0,נתניה והסביבה,יחידת דיור
השומרון 3,"4,750 ₪",12,0,הרצליה,30,קרקע מתוך 5,0,רמת השרון - הרצליה,דירה
הכרכום,"2,500 ₪",12,0,קרית אונו,78,2 מתוך 5,0,בקעת אונו,יחידת דיור
ניסן 27,"4,200 ₪",12,2.0,אילת,150,2 מתוך 3,0,אילת והערבה,דירה
גיתית,"4,400 ₪",12,5.0,ראשון לציון,135,קרקע מתוך קרקע,0,"ראשל""צ והסביבה",בית פרטי/קוטג'
מורדי הגטאות 40,"4,800 ₪",12,5.0,ירושלים,73,1 מתוך 4,1,ירושלים והסביבה,דירה
טבנקין 37,"8,500 ₪",12,0,נשר,45,4 מתוך 4,1,חיפה וחוף הכרמל,דירה
קדיש לוז 44,"3,450 ₪",12,0,יבנה,64,2 מתוך 3,0,גדרה יבנה והסביבה,דירה
זיגלבוים 4,"4,800 ₪",12,0,נעלה,100,8 מתוך 25,2,מודיעין והסביבה,דירה
ההגנה 21,0,12,0,באר שבע,105,1 מתוך 1,0,באר שבע והסביבה,דירה
שדרות רוטשילד 49,"2,900 ₪",12,0,רחובות,580,7 מתוך 9,1,נס ציונה - רחובות,יחידת דיור
דרך עכו חיפה 213,"2,950 ₪",12,0,אלקנה,304,2 מתוך 2,1,פתח תקוה והסביבה,דירה
אגמיה 4,"3,850 ₪",4,0,טבריה,60,2 מתוך 3,0,טבריה והסביבה,יחידת דיור
"הגר""א 11","3,800 ₪",12,0,נתניה,140,3 מתוך 3,0,נתניה והסביבה,דירה
חנה סנש 11,"4,400 ₪",12,0,תל אביב יפו,90,קרקע מתוך קרקע,0,תל אביב,דירה
השיירות 14,"3,300 ₪",12,0,באר שבע,70,5 מתוך 6,0,באר שבע והסביבה,דירת גן
שדרות ההגנה 41,"3,000 ₪",12,4.0,תל אביב יפו,72,18 מתוך 18,0,תל אביב,דירה
גרשום 4,"4,500 ₪",0,0,נתניה,100,3 מתוך 14,0,נתניה והסביבה,דירה
המשלט 21,"2,900 ₪",0,5.0,באר שבע,80,קרקע מתוך 1,0,באר שבע והסביבה,דירת גן
רובע יזרעאל,"3,900 ₪",12,0,רעננה,25,8 מתוך 25,0,רעננה - כפר סבא,דירה
דרך צרפת,"3,170 ₪",12,0,קרית אונו,100,1 מתוך 1,0,בקעת אונו,דירה
נתיב המרגנית 3,"2,450 ₪",12,0,כרמיאל,85,7 מתוך 9,0,כרמיאל והסביבה,יחידת דיור
"הגר""א","5,300 ₪",1,6.0,ערד,330,2 מתוך 2,0,באר שבע והסביבה,דירה
סמטת התפוח 1,"2,700 ₪",12,0,חולון,100,2 מתוך 3,0,חולון - בת ים,יחידת דיור
השופט חיים כהן 12,"7,500 ₪",12,0,הרצליה,1,3 מתוך 3,0,רמת השרון - הרצליה,דירה
הרב קובלסקי 9,"6,500 ₪",12,0,רמת גן,90,קרקע מתוך קרקע,0,רמת גן - גבעתיים,דירה
אלי כהן 5,"3,000 ₪",12,0,תל אביב יפו,149,5 מתוך 6,1,תל אביב,דירה
אמנון ותמר 35,"5,000 ₪",12,1.5,פרדס חנה כרכור,63,18 מתוך 18,1,פרדס חנה - כרכור,דירה
אהבת ישראל 10,"2,200 ₪",12,0,גבעתיים,65,3 מתוך 14,0,רמת גן - גבעתיים,דירה
יפה אליעזר 11,"6,300 ₪",12,0,אשקלון,118,קרקע מתוך 1,1,אשדוד - אשקלון,דירה
הרופא זלוצ'יסטי 56,"5,250 ₪",12,0,ראשון לציון,110,4 מתוך 4,1,"ראשל""צ והסביבה",דירה
בר אילן 3,"6,300 ₪",12,0,פרדס חנה כרכור,25,קרקע מתוך 3,0,פרדס חנה - כרכור,דירה
תרדיון 22,"5,600 ₪",12,0,תל אביב יפו,25,1 מתוך 3,1,תל אביב,דירה
דרך שלמה 123,"3,250 ₪",12,2.5,באר שבע,92,קרקע מתוך 3,0,באר שבע והסביבה,דירה
יצחק רגר 142,"3,500 ₪",12,4.0,תל אביב יפו,116,2 מתוך 3,0,תל אביב,דירה
הרב אבא אבוחצירה 1,"4,300 ₪",12,2.0,חולון,72,7 מתוך 8,0,חולון - בת ים,דירה
הרברט סיימון 1,"3,900 ₪",12,0,קרית אונו,113,2 מתוך 4,0,בקעת אונו,יחידת דיור
א.ד. גורדון 2,"5,290 ₪",12,0,הרצליה,60,2 מתוך 2,1,רמת השרון - הרצליה,דירה
הגפן 8,"20,000 ₪",0,0,אשדוד,55,3 מתוך 4,0,אשדוד - אשקלון,דו משפחתי
ביאליק 83,"4,900 ₪",6,0,נתיבות,80,3 מתוך 4,0,באר שבע והסביבה,דירה
אחד העם 19,"4,700 ₪",12,0,דימונה,60,9 מתוך 11,1,באר שבע והסביבה,תיירות ונופש
יוסי בנאי 4,"5,500 ₪",12,0,באר שבע,180,5 מתוך 7,1,באר שבע והסביבה,דירה
הגבעות 14,"3,500 ₪",12,0,ירושלים,125,קרקע מתוך קרקע,0,ירושלים והסביבה,דירה
ח.מ. שפירא 32,"2,500 ₪",12,6.0,טירת כרמל,102,1 מתוך 4,1,חיפה וחוף הכרמל,דירה
הרב שלום שבזי 58,"3,600 ₪",12,0,אשקלון,80,2 מתוך 3,1,אשדוד - אשקלון,דירה
רוטשילד 46,"6,700 ₪",12,0,תל אביב יפו,400,4 מתוך 7,0,תל אביב,דירה
יצחק קצנלסון 1,"5,500 ₪",12,0,ערד,85,3 מתוך 3,1,באר שבע והסביבה,דירה
כובשי החרמון,"3,700 ₪",12,0,ירושלים,117,5 מתוך 8,0,ירושלים והסביבה,דירה
ההסתדרות 92,"4,600 ₪",12,0,שערי תקווה,35,1 מתוך 12,0,יישובי השומרון,דירה
השחר 1,"6,850 ₪",12,0,ראשון לציון,106,קרקע מתוך 2,0,"ראשל""צ והסביבה",דירה
ויצמן 190,"5,300 ₪",12,2.0,נהריה,135,4 מתוך 5,0,עכו - נהריה,דירה
הסחלב 18,"3,000 ₪",12,0,חיפה,70,2 מתוך 4,0,חיפה וחוף הכרמל,יחידת דיור
"הגר""א 5","4,350 ₪",12,0,באר יעקב,60,קרקע מתוך קרקע,0,"ראשל""צ והסביבה",דירה
המורג 30,"7,500 ₪",12,0,רמת גן,150,3 מתוך 3,0,רמת גן - גבעתיים,בית פרטי/קוטג'
הרצל 27,"5,500 ₪",12,6.0,אשקלון,80,5 מתוך 5,0,אשדוד - אשקלון,דירה
"אצ""ל 49","2,700 ₪",12,4.5,תל אביב יפו,70,9 מתוך 12,0,תל אביב,דירה
השיקמה 17,"6,500 ₪",12,2.0,בית שאן,146,1 מתוך 4,0,גליל ועמקים,דו משפחתי
מנחם 10,"6,000 ₪",12,0,גדרה,88,2 מתוך 2,0,גדרה יבנה והסביבה,דירה
עצמון 21,"8,000 ₪",12,0,באר יעקב,30,1 מתוך 3,0,"ראשל""צ והסביבה",דו משפחתי
השייטת 2,"8,500 ₪",12,0,ראשון לציון,114,2 מתוך 9,0,"ראשל""צ והסביבה",דירה
מרכז העיר,"3,800 ₪",12,0,רחובות,70,1 מתוך 7,1,נס ציונה - רחובות,דירה
רמת נריה,"5,000 ₪",12,1.0,נהריה,63,4 מתוך 4,1,עכו - נהריה,דירה
הרימון 27,"8,000 ₪",12,0,בנימינה גבעת עדה,30,2 מתוך 2,0,זכרון - בנימינה,בית פרטי/קוטג'
גבע 3,"3,650 ₪",12,4.0,נוב,35,1 מתוך 3,0,מושבים בצפון,דירה
מארק שאגל 38,"9,500 ₪",12,4.0,רמת גן,300,2 מתוך 9,0,רמת גן - גבעתיים,בית פרטי/קוטג'
דרך הפרחים 101,"8,500 ₪",12,4.5,באר שבע,96,1 מתוך 7,0,באר שבע והסביבה,בית פרטי/קוטג'
אברהם אבינו,"3,500 ₪",12,0,כפר סבא,95,4 מתוך 4,1,רעננה - כפר סבא,דירה
המוריה 463,500 ₪,12,6.5,מדרשת בן גוריון,88,3 מתוך 15,1,באר שבע והסביבה,תיירות ונופש
גורדון 5,"2,300 ₪",12,0,רמת גן,90,קרקע מתוך קרקע,0,רמת גן - גבעתיים,דירה
נתיב הלוטוס 9,"2,900 ₪",12,0,ירושלים,80,קרקע מתוך קרקע,0,ירושלים והסביבה,דירה
המושב 35,"4,000 ₪",11,0,פתח תקווה,45,2 מתוך 3,0,פתח תקוה והסביבה,דירה
"הל""ה 2","5,600 ₪",12,0,עלי זהב,80,6 מתוך 6,1,יישובי השומרון,דירה
ליסין 31,"7,500 ₪",12,0,נתניה,82,3 מתוך 18,1,נתניה והסביבה,דירה
צדוק הכהן 5,"9,900 ₪",12,0,רמת גן,86,1 מתוך 1,0,רמת גן - גבעתיים,דירה
הרימון 48,"2,900 ₪",12,6.0,רמת גן,100,2 מתוך 4,0,רמת גן - גבעתיים,דירה
הסתוונית 2,"6,000 ₪",12,3.0,חריש,87,1 מתוך 17,0,פרדס חנה - כרכור,דירה
שדרות גלוסקין 18,"5,400 ₪",12,0,פרדסיה,56,קרקע מתוך קרקע,0,מושבים בשרון,דירה
האחווה 15,"12,000 ₪",12,0,אופקים,70,3 מתוך 4,0,באר שבע והסביבה,בית פרטי/קוטג'
זוהר,"4,000 ₪",12,0,נתניה,141,1 מתוך 2,0,נתניה והסביבה,בית פרטי/קוטג'
שדרות ההגשמה 18,"3,500 ₪",12,0,רמת גן,84,1 מתוך 3,2,רמת גן - גבעתיים,דירה
שושנה דמארי 10,"6,000 ₪",12,0,רמלה,147,7 מתוך 7,0,רמלה - לוד,דירה
מתתיהו 13,"4,200 ₪",12,0,אילת,50,1 מתוך 4,1,אילת והערבה,דירה
ברנדייס 40,"14,000 ₪",12,2.0,רמת גן,146,1 מתוך 1,0,רמת גן - גבעתיים,בית פרטי/קוטג'
גרינבוים 35,"3,850 ₪",12,0,רחובות,110,15 מתוך 51,0,נס ציונה - רחובות,יחידת דיור
שאול המלך 16,"3,700 ₪",12,0,רחובות,60,7 מתוך 7,0,נס ציונה - רחובות,דירה
מאיר בר אילן 26,0,12,0,עכו,102,2 מתוך 4,0,עכו - נהריה,דירה
חיים וייצמן 86,"6,500 ₪",12,0,חולון,25,קרקע מתוך קרקע,0,חולון - בת ים,דירה
סוקולוב 27,"3,100 ₪",12,1.0,ראשון לציון,55,2 מתוך 4,0,"ראשל""צ והסביבה",דירה
בני ברמן 9,"9,500 ₪",12,0,תל אביב יפו,80,2 מתוך 4,1,תל אביב,דירה
גרינבוים 38,"2,700 ₪",12,0,אשקלון,110,4 מתוך 4,1,אשדוד - אשקלון,יחידת דיור
משעול אבובן 11,"2,700 ₪",12,4.0,תל אביב יפו,75,5 מתוך 7,1,תל אביב,יחידת דיור
דרך יד לבנים 120,0,12,4.0,בני ברק,150,4 מתוך 6,0,רמת גן - גבעתיים,דירה
ירושלים 34,0,12,0,שערי תקווה,120,3 מתוך 4,1,יישובי השומרון,בית פרטי/קוטג'
"צה""ל 29","5,100 ₪",12,0,אילת,30,קרקע מתוך קרקע,0,אילת והערבה,דירה
דרך יד לבנים 120,"3,900 ₪",12,0,טירת כרמל,100,1 מתוך 1,0,חיפה וחוף הכרמל,דירה
אשר ברש 6,"3,000 ₪",12,3.0,קרית גת,80,4 מתוך 8,0,באר שבע והסביבה,דירה
אברהם שטרן 1,900 ₪,3,3.5,זכרון יעקב,20,1 מתוך 3,0,זכרון - בנימינה,מחסן
יהודה 26,"2,300 ₪",12,0,מעלה אדומים,65,1 מתוך 1,0,ירושלים והסביבה,דירה
שלמה המלך 44,"9,000 ₪",12,0,תל אביב יפו,50,1 מתוך 1,1,תל אביב,דירה
האהבה 14,"11,000 ₪",12,0,אשדוד,98,6 מתוך 9,0,אשדוד - אשקלון,בית פרטי/קוטג'
רבקה אמנו 8,"3,645 ₪",12,0,ירושלים,36,1 מתוך 2,0,ירושלים והסביבה,דירה
שקנאי 4,"4,300 ₪",6,0,חיפה,60,2 מתוך 4,0,חיפה וחוף הכרמל,יחידת דיור
העמקים 4,"4,700 ₪",12,0,פתח תקווה,75,קרקע מתוך קרקע,1,פתח תקוה והסביבה,יחידת דיור
משעול זלמן ארן 1,"2,700 ₪",12,0,רמת גן,100,1 מתוך 1,1,רמת גן - גבעתיים,דירה
הנביאים 38,"4,200 ₪",12,3.0,רמת גן,166,4 מתוך 8,1,רמת גן - גבעתיים,דירה
נוה שאנן,"5,700 ₪",6,4.5,ראשון לציון,45,1 מתוך 3,0,"ראשל""צ והסביבה",דירה
"הכ""ג 9","2,000 ₪",12,0,שדרות,90,1 מתוך 1,0,באר שבע והסביבה,דירה
האלה 1,"8,999 ₪",12,0,ראשון לציון,100,1 מתוך 1,1,"ראשל""צ והסביבה",בית פרטי/קוטג'
אבן עזרא 36,"14,000 ₪",12,0,ראשון לציון,237,6 מתוך 9,0,"ראשל""צ והסביבה",דירת גן
רציף הרברט סמואל,"10,000 ₪",12,0,כפר יונה,70,1 מתוך 2,0,נתניה והסביבה,דירה
הבנים 13,"5,800 ₪",12,0,נתניה,134,2 מתוך 4,2,נתניה והסביבה,דירה
צבי הירשפלד 14,"4,500 ₪",12,0,באר שבע,132,קרקע מתוך 2,0,באר שבע והסביבה,דירה
האלומה 4,"5,200 ₪",12,0,חולון,132,3 מתוך 4,1,חולון - בת ים,בית פרטי/קוטג'
אבנר 10,"3,500 ₪",12,0,ירושלים,50,7 מתוך 14,0,ירושלים והסביבה,דירה
בן עמי 3,"6,000 ₪",12,0,אור יהודה,35,3 מתוך 7,0,בקעת אונו,סטודיו/לופט
שדרות הערים התאומות 14,"3,700 ₪",12,0,הרצליה,60,4 מתוך 4,0,רמת השרון - הרצליה,דירה
כורזים 11,"5,300 ₪",12,3.0,ראשון לציון,70,13 מתוך 18,0,"ראשל""צ והסביבה",דירה
"חזון אי""ש 18","6,400 ₪",12,5.0,גבעתיים,140,2 מתוך 4,1,רמת גן - גבעתיים,דירה
שדמות דבורה 14,"4,200 ₪",1,0,גבעתיים,55,3 מתוך 3,0,רמת גן - גבעתיים,יחידת דיור
דוכיפת 15,"7,500 ₪",12,0,תל אביב יפו,195,קרקע מתוך קרקע,0,תל אביב,דירה
התאנה 16,"2,600 ₪",12,0,באר טוביה,120,1 מתוך 18,0,מושבים בדרום,דירה
יפה נוף 1,"4,500 ₪",12,0,שוהם,350,קרקע מתוך 14,0,מודיעין והסביבה,דירה
וינגייט 22,0,12,0,גדרה,60,2 מתוך 4,1,גדרה יבנה והסביבה,דירה
ויתקין 6,"3,800 ₪",12,0,באר שבע,40,2 מתוך 3,0,באר שבע והסביבה,יחידת דיור
טרומפלדור 6,"6,800 ₪",12,0,תל אביב יפו,95,קרקע מתוך קרקע,1,תל אביב,דירה
דרך היין 18,"5,000 ₪",1,0,קרית ים,180,3 מתוך 4,1,קריות,דירה
דוד המלך 10,"2,600 ₪",12,0,רמלה,100,1 מתוך 2,0,רמלה - לוד,דירה
עמק האלה,"6,200 ₪",12,0,עפולה,150,4 מתוך 9,3,עמק יזרעאל,דירת גן
שלמה המלך 6,"3,950 ₪",6,0,רמת גן,100,קרקע מתוך קרקע,0,רמת גן - גבעתיים,דירה
רחבת גד 7,"2,300 ₪",12,0,בת ים,70,1 מתוך 3,1,חולון - בת ים,דירה
הערבה 37,"4,600 ₪",12,0,תל אביב יפו,0,1 מתוך 3,0,תל אביב,דירה
שלמה בן יוסף 17,"4,000 ₪",12,5.0,נהריה,105,1 מתוך 3,1,עכו - נהריה,דירה
"שדרות זלמן שז""ר 53","4,000 ₪",1,0,סביון,130,קרקע מתוך קרקע,0,בקעת אונו,דירה
אהרון אהרונסון 57,"3,600 ₪",12,0,תל אביב יפו,45,קרקע מתוך קרקע,1,תל אביב,יחידת דיור
הנביאים 30,0,1,0,תל אביב יפו,103,קרקע מתוך קרקע,1,תל אביב,דו משפחתי
ישראל גלילי 3,"4,500 ₪",12,0,פרדס חנה כרכור,73,4110043 מתוך קרקע,1,פרדס חנה - כרכור,דירה
שדרות אבני החושן 39,"4,300 ₪",12,0,רמת גן,130,קרקע מתוך 3,0,רמת גן - גבעתיים,דירה
"תרפ""ב 5","7,500 ₪",12,4.5,אשקלון,80,קרקע מתוך 4,1,אשדוד - אשקלון,דירה
הרב אוורבוך 1,"15,000 ₪",12,0,בת ים,70,7 מתוך 10,0,חולון - בת ים,גג/פנטהאוז
יצחק נבון 2,"6,500 ₪",12,3.5,תל אביב יפו,122,1 מתוך 3,0,תל אביב,דירה
הבנים,"4,200 ₪",6,0,תל אביב יפו,79,8 מתוך קרקע,0,תל אביב,דירה
חרמון 1043,"3,900 ₪",12,6.0,כפר סבא,100,8 מתוך 9,1,רעננה - כפר סבא,דירה
משעול היושבת בגנים 1,"2,000 ₪",12,0,רמת השרון,173,2 מתוך 4,1,רמת השרון - הרצליה,יחידת דיור
קרית יערים 21,"2,500 ₪",12,3.0,תל אביב יפו,147,2 מתוך 6,0,תל אביב,יחידת דיור
ברק 17,"6,300 ₪",1,0,רמת השרון,105,קרקע מתוך 2,1,רמת השרון - הרצליה,בית פרטי/קוטג'
סעדיה גאון 4,"25,000 ₪",12,0,תל אביב יפו,75,2 מתוך 3,0,תל אביב,דירת גן
זלמן שניאור 18,"3,600 ₪",1,0,חריש,58,5 מתוך 6,1,פרדס חנה - כרכור,דירה
שדרות יהודית 19,"4,600 ₪",12,0,אשדוד,70,קרקע מתוך 1,0,אשדוד - אשקלון,דירה
דפנה 11,"8,500 ₪",12,0,באר שבע,90,קרקע מתוך 2,0,באר שבע והסביבה,בית פרטי/קוטג'
משה וילנסקי 70,"7,900 ₪",12,6.0,תל אביב יפו,100,3 מתוך 7,3,תל אביב,דירה
חרמון 48,"3,100 ₪",12,3.0,רמת גן,104,1 מתוך 9,1,רמת גן - גבעתיים,גג/פנטהאוז
יואל השופט 4,"2,500 ₪",12,0,תל אביב יפו,170,5 מתוך 7,0,תל אביב,בניין מגורים
משה חיים שפירא 11,"2,700 ₪",12,0,חיפה,380,6 מתוך 6,0,חיפה וחוף הכרמל,דירה
"זלמן שז""ר 8","6,200 ₪",12,2.5,אשדוד,95,קרקע מתוך קרקע,0,אשדוד - אשקלון,דירה
אברהם סכנין 17,"3,800 ₪",1,0,ירושלים,27,6 מתוך 10,0,ירושלים והסביבה,דירת גן
שלמה המלך 18,"130,000 ₪",12,0,תל אביב יפו,30,1 מתוך 2,1,תל אביב,בית פרטי/קוטג'
תמר 5,"7,500 ₪",12,0,ערד,70,1 מתוך 2,0,באר שבע והסביבה,דירה
העירית 1,"4,800 ₪",12,0,תל אביב יפו,90,4 מתוך 6,2,תל אביב,מרתף/פרטר
